country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",08-12-2025 08:00:00,30.735567,76.775714,OZONE,8,103,37
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",08-12-2025 08:00:00,30.751462,76.762879,NO2,18,35,25
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",08-12-2025 08:00:00,30.751462,76.762879,NH3,2,3,3
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",08-12-2025 08:00:00,30.751462,76.762879,OZONE,1,74,16
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",08-12-2025 08:00:00,30.719859,76.738637,PM10,85,133,106
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",08-12-2025 08:00:00,21.194815,81.314770,PM2.5,18,52,35
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",08-12-2025 08:00:00,21.194815,81.314770,SO2,5,99,18
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",08-12-2025 08:00:00,21.194815,81.314770,CO,20,106,57
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",08-12-2025 08:00:00,21.185571,81.343175,PM10,29,123,73
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.695381,77.181665,PM10,179,356,250
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.695381,77.181665,SO2,10,28,18
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.695381,77.181665,OZONE,10,117,29
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",08-12-2025 08:00:00,28.4706914,77.1099364,NO2,5,50,20
India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-12-2025 08:00:00,28.776200,77.051074,NO2,13,72,32
India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-12-2025 08:00:00,28.776200,77.051074,CO,56,102,63
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-12-2025 08:00:00,28.7256504,77.2011573,PM2.5,225,380,327
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",08-12-2025 08:00:00,22.08815,82.13737,PM10,45,110,73
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",08-12-2025 08:00:00,22.118125,83.140608,PM10,40,100,61
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",08-12-2025 08:00:00,22.368195,82.746431,SO2,11,18,14
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",08-12-2025 08:00:00,22.368195,82.746431,CO,22,36,31
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",08-12-2025 08:00:00,22.348441,82.549611,PM10,92,93,93
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",08-12-2025 08:00:00,22.348441,82.549611,NO2,43,63,50
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",08-12-2025 08:00:00,22.126650,83.483212,SO2,5,54,18
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",08-12-2025 08:00:00,22.126650,83.483212,OZONE,1,59,1
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",08-12-2025 08:00:00,22.1910172,83.5197009,PM2.5,33,80,57
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",08-12-2025 08:00:00,22.1910172,83.5197009,NO2,22,75,38
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",08-12-2025 08:00:00,22.1910172,83.5197009,CO,18,46,30
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",08-12-2025 08:00:00,21.237755,81.705301,OZONE,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",08-12-2025 08:00:00,21.371751,81.664929,NH3,3,3,3
India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-12-2025 08:00:00,28.815329,77.153010,SO2,7,26,15
India,Bihar,Patna,"Samanpura, Patna - BSPCB",08-12-2025 08:00:00,25.596727,85.085624,NO2,20,22,21
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",08-12-2025 08:00:00,25.366336,87.117468,PM2.5,38,160,102
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",08-12-2025 08:00:00,25.366336,87.117468,NO2,5,6,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",08-12-2025 08:00:00,25.366336,87.117468,NH3,3,3,3
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",08-12-2025 08:00:00,26.11442,85.39813,NO2,21,66,36
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",08-12-2025 08:00:00,26.1403345,85.3650192,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Narela, Delhi - DPCC",08-12-2025 08:00:00,28.822836,77.101981,CO,41,76,49
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",08-12-2025 08:00:00,28.567890,77.250515,NH3,16,33,21
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",08-12-2025 08:00:00,28.567890,77.250515,CO,106,115,109
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",08-12-2025 08:00:00,28.6573814,77.1585447,PM10,159,283,207
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",08-12-2025 08:00:00,28.6573814,77.1585447,CO,55,117,84
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",08-12-2025 08:00:00,28.530785,77.271255,SO2,6,19,11
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",08-12-2025 08:00:00,28.530785,77.271255,CO,84,118,105
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",08-12-2025 08:00:00,23.107969,72.574648,OZONE,21,124,55
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",08-12-2025 08:00:00,22.977134,72.553024,NH3,3,47,12
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",08-12-2025 08:00:00,23.002657,72.591912,PM10,76,259,113
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",08-12-2025 08:00:00,23.020509,72.579261,PM2.5,84,171,114
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",08-12-2025 08:00:00,23.020509,72.579261,NO2,25,134,61
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",08-12-2025 08:00:00,23.016834,72.625775,PM2.5,2,17,10
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",08-12-2025 08:00:00,28.656756,77.227234,CO,48,74,51
India,Delhi,Delhi,"DTU, Delhi - CPCB",08-12-2025 08:00:00,28.7500499,77.1112615,OZONE,15,17,16
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",08-12-2025 08:00:00,28.498571,77.264840,NH3,8,11,10
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",08-12-2025 08:00:00,28.498571,77.264840,SO2,12,23,16
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",08-12-2025 08:00:00,28.5710274,77.0719006,PM10,164,321,215
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",08-12-2025 08:00:00,28.531346,77.190156,NH3,5,8,7
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",08-12-2025 08:00:00,28.531346,77.190156,OZONE,3,105,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.672342,77.315260,NH3,12,14,13
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",08-12-2025 08:00:00,28.699793,77.165453,OZONE,1,170,22
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",08-12-2025 08:00:00,23.107969,72.574648,NO2,19,130,51
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",08-12-2025 08:00:00,28.636429,77.201067,PM10,149,368,211
India,Delhi,Delhi,"Mundka, Delhi - DPCC",08-12-2025 08:00:00,28.684678,77.076574,SO2,5,20,12
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",08-12-2025 08:00:00,28.570173,76.933762,PM10,131,188,160
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",08-12-2025 08:00:00,28.570173,76.933762,NO2,62,82,73
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",08-12-2025 08:00:00,28.570173,76.933762,SO2,1,31,20
India,Delhi,Delhi,"Narela, Delhi - DPCC",08-12-2025 08:00:00,28.822836,77.101981,PM2.5,263,488,345
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",08-12-2025 08:00:00,28.6811736,77.3025234,PM2.5,149,370,316
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",08-12-2025 08:00:00,28.6811736,77.3025234,SO2,15,23,19
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",08-12-2025 08:00:00,28.542460,77.191651,PM2.5,196,339,277
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",08-12-2025 08:00:00,28.542460,77.191651,CO,15,56,40
India,Delhi,Delhi,"ITO, Delhi - CPCB",08-12-2025 08:00:00,28.628624,77.241060,PM2.5,260,368,326
India,Delhi,Delhi,"ITO, Delhi - CPCB",08-12-2025 08:00:00,28.628624,77.241060,CO,44,113,65
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",08-12-2025 08:00:00,28.563262,77.186937,OZONE,17,185,22
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",08-12-2025 08:00:00,28.6514781,77.1473105,CO,28,105,57
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",08-12-2025 08:00:00,28.5504249,77.2159377,PM2.5,279,360,330
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",08-12-2025 08:00:00,28.710508,77.249485,PM2.5,302,375,342
India,Delhi,Delhi,"Pusa, Delhi - IMD",08-12-2025 08:00:00,28.636110,77.173332,PM2.5,218,377,319
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",08-12-2025 08:00:00,28.563262,77.186937,PM10,155,295,209
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",08-12-2025 08:00:00,28.563262,77.186937,NH3,6,9,7
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",08-12-2025 08:00:00,28.563262,77.186937,SO2,1,6,3
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",08-12-2025 08:00:00,28.732820,77.170633,SO2,20,69,36
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",08-12-2025 08:00:00,23.016834,72.625775,SO2,19,49,29
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",08-12-2025 08:00:00,23.016834,72.625775,CO,20,102,33
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",08-12-2025 08:00:00,23.016834,72.625775,OZONE,16,81,37
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",08-12-2025 08:00:00,23.041137,72.456691,NO2,22,56,39
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",08-12-2025 08:00:00,23.023389,72.515201,PM10,53,109,77
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",08-12-2025 08:00:00,23.023389,72.515201,CO,14,85,44
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-12-2025 08:00:00,23.076793,72.627874,PM2.5,39,79,59
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-12-2025 08:00:00,23.076793,72.627874,PM10,31,123,78
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-12-2025 08:00:00,23.076793,72.627874,NO2,21,112,54
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-12-2025 08:00:00,23.076793,72.627874,SO2,5,11,8
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-12-2025 08:00:00,23.076793,72.627874,CO,44,92,55
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",08-12-2025 08:00:00,29.966942,76.875879,SO2,3,13,7
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",08-12-2025 08:00:00,29.966942,76.875879,CO,18,43,38
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",08-12-2025 08:00:00,27.9002,76.9938,PM2.5,55,99,86
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",08-12-2025 08:00:00,27.9002,76.9938,PM10,62,107,95
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",08-12-2025 08:00:00,28.360699,76.936090,PM2.5,129,322,236
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",08-12-2025 08:00:00,28.360699,76.936090,NO2,40,50,45
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",08-12-2025 08:00:00,28.060249,76.113115,PM2.5,157,307,212
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",08-12-2025 08:00:00,28.060249,76.113115,NO2,76,164,102
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",08-12-2025 08:00:00,29.140560,75.744941,SO2,7,14,11
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",08-12-2025 08:00:00,29.140560,75.744941,OZONE,38,93,57
India,Haryana,Jind,"Police Lines, Jind - HSPCB",08-12-2025 08:00:00,29.307814,76.337619,PM10,108,132,121
India,Haryana,Jind,"Police Lines, Jind - HSPCB",08-12-2025 08:00:00,29.307814,76.337619,NO2,35,50,44
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",08-12-2025 08:00:00,29.8006,76.4155,PM2.5,79,144,100
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",08-12-2025 08:00:00,29.695300,77.002700,NH3,6,7,6
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",08-12-2025 08:00:00,20.362421,72.918013,NO2,3,12,7
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",08-12-2025 08:00:00,30.379589,76.778328,NH3,9,11,10
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",08-12-2025 08:00:00,30.379589,76.778328,SO2,31,32,31
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",08-12-2025 08:00:00,30.379589,76.778328,OZONE,48,52,50
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",08-12-2025 08:00:00,28.6701,76.9254,PM2.5,39,385,283
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",08-12-2025 08:00:00,28.6701,76.9254,CO,11,52,48
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",08-12-2025 08:00:00,28.422681,77.148944,PM10,168,404,243
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",08-12-2025 08:00:00,28.422681,77.148944,OZONE,6,69,12
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",08-12-2025 08:00:00,28.4275,77.1465,CO,16,68,57
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",08-12-2025 08:00:00,28.4501238,77.0263051,NO2,2,11,6
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",08-12-2025 08:00:00,28.4501238,77.0263051,CO,80,124,108
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",08-12-2025 08:00:00,28.4501238,77.0263051,OZONE,6,43,14
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",08-12-2025 08:00:00,21.613267,73.010555,PM10,85,215,120
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",08-12-2025 08:00:00,21.613267,73.010555,NO2,18,19,19
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",08-12-2025 08:00:00,21.613267,73.010555,NH3,6,6,6
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",08-12-2025 08:00:00,23.243639,72.68994,PM10,7,24,13
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",08-12-2025 08:00:00,23.221714,72.654328,PM2.5,42,75,61
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",08-12-2025 08:00:00,28.3419248,77.319699,CO,21,88,43
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",08-12-2025 08:00:00,28.806223,76.141105,CO,8,14,12
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",08-12-2025 08:00:00,28.593883,76.270653,NO2,9,23,16
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",08-12-2025 08:00:00,28.593883,76.270653,CO,8,25,16
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",08-12-2025 08:00:00,28.39072,77.30059,PM10,163,171,168
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",08-12-2025 08:00:00,28.376058,77.315741,PM10,93,419,167
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",08-12-2025 08:00:00,28.376058,77.315741,OZONE,14,16,15
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-12-2025 08:00:00,28.4417,77.3217,OZONE,17,19,18
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",08-12-2025 08:00:00,28.206800,76.799700,NO2,10,35,25
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",08-12-2025 08:00:00,12.921418,77.502466,PM2.5,50,64,53
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",08-12-2025 08:00:00,12.921418,77.502466,PM10,87,143,126
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",08-12-2025 08:00:00,12.921418,77.502466,NH3,4,5,4
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",08-12-2025 08:00:00,12.990328,77.5431385,PM10,54,57,54
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",08-12-2025 08:00:00,13.0246342,77.5080115,CO,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",08-12-2025 08:00:00,13.0246342,77.5080115,OZONE,19,20,20
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-12-2025 08:00:00,12.917348,77.622813,PM10,90,429,177
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-12-2025 08:00:00,12.917348,77.622813,NO2,10,13,12
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-12-2025 08:00:00,12.917348,77.622813,SO2,6,11,8
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-12-2025 08:00:00,12.917348,77.622813,CO,40,90,54
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",08-12-2025 08:00:00,11.55358,76.55521,PM10,29,50,41
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",08-12-2025 08:00:00,12.920984,77.584908,PM10,86,162,110
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-12-2025 08:00:00,12.7816279,77.6299145,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-12-2025 08:00:00,12.7816279,77.6299145,SO2,16,18,17
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-12-2025 08:00:00,12.7816279,77.6299145,OZONE,23,25,24
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,13.003872,77.664217,PM2.5,59,62,60
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",08-12-2025 08:00:00,13.0270199,77.494094,PM10,49,59,52
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",08-12-2025 08:00:00,13.0270199,77.494094,SO2,5,13,8
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",08-12-2025 08:00:00,28.1485564,77.3320667,PM2.5,78,122,94
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",08-12-2025 08:00:00,28.1485564,77.3320667,SO2,12,13,13
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",08-12-2025 08:00:00,28.3153,76.9143,NO2,40,120,77
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",08-12-2025 08:00:00,28.3153,76.9143,SO2,1,8,4
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",08-12-2025 08:00:00,29.432304,76.972765,NO2,31,32,31
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",08-12-2025 08:00:00,12.415911,75.735050,SO2,7,7,7
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-12-2025 08:00:00,12.889250,74.853000,PM10,48,114,85
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",08-12-2025 08:00:00,12.21041,76.37376,NO2,17,35,21
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",08-12-2025 08:00:00,12.21041,76.37376,OZONE,5,67,7
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-12-2025 08:00:00,13.029152,77.585901,PM2.5,58,196,107
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-12-2025 08:00:00,13.029152,77.585901,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-12-2025 08:00:00,13.029152,77.585901,SO2,5,11,7
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,12.938539,77.590100,PM2.5,38,80,61
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-12-2025 08:00:00,12.938539,77.590100,PM10,68,120,99
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",08-12-2025 08:00:00,29.536400,75.015800,PM10,73,123,104
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",08-12-2025 08:00:00,29.027200,77.062100,NH3,16,42,24
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",08-12-2025 08:00:00,30.1480566,77.2893471,CO,24,100,71
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",08-12-2025 08:00:00,13.328028,75.797056,PM10,20,30,25
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",08-12-2025 08:00:00,15.459706,75.008381,CO,66,96,74
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",08-12-2025 08:00:00,15.3714823,75.1160168,PM10,55,62,60
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",08-12-2025 08:00:00,23.80569,86.44268,SO2,10,24,19
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",08-12-2025 08:00:00,23.80569,86.44268,CO,2,17,7
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",08-12-2025 08:00:00,16.172806,75.659694,NH3,1,2,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",08-12-2025 08:00:00,17.321993,76.822628,NH3,NA,NA,NA
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",08-12-2025 08:00:00,17.321993,76.822628,SO2,NA,NA,NA
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",08-12-2025 08:00:00,17.321993,76.822628,CO,NA,NA,NA
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",08-12-2025 08:00:00,17.336318,76.847397,OZONE,14,21,15
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-12-2025 08:00:00,16.7602,77.1428,PM2.5,89,213,120
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",08-12-2025 08:00:00,11.875000,75.373200,NO2,14,17,16
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",08-12-2025 08:00:00,8.8787,76.6073,NH3,1,1,1
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",08-12-2025 08:00:00,8.8787,76.6073,SO2,2,3,2
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",08-12-2025 08:00:00,8.8787,76.6073,OZONE,30,37,31
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.563700,76.886500,SO2,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",08-12-2025 08:00:00,8.5149093,76.9435879,PM10,23,70,45
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",08-12-2025 08:00:00,10.532400,76.215900,NO2,7,8,8
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-12-2025 08:00:00,23.264759,77.381568,PM2.5,67,344,190
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-12-2025 08:00:00,23.264759,77.381568,CO,20,67,41
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",08-12-2025 08:00:00,23.210494,77.425409,PM10,75,422,213
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",08-12-2025 08:00:00,23.210494,77.425409,NO2,41,102,70
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",08-12-2025 08:00:00,23.210494,77.425409,SO2,2,18,10
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",08-12-2025 08:00:00,23.81748678,79.446246,PM10,22,108,40
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",08-12-2025 08:00:00,23.81748678,79.446246,SO2,5,29,10
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",08-12-2025 08:00:00,22.9682591,76.064118,PM2.5,48,167,75
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",08-12-2025 08:00:00,22.9682591,76.064118,NH3,2,3,2
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",08-12-2025 08:00:00,26.203442,78.193251,NO2,17,121,53
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",08-12-2025 08:00:00,26.203442,78.193251,OZONE,56,71,61
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",08-12-2025 08:00:00,26.200388,78.147714,NO2,31,146,68
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",08-12-2025 08:00:00,22.7289,75.8076,NO2,2,2,2
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",08-12-2025 08:00:00,25.5626095,84.663264,OZONE,5,29,9
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",08-12-2025 08:00:00,24.75746,84.366208,CO,101,103,102
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",08-12-2025 08:00:00,25.42742023,86.13886079,PM2.5,10,36,21
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",08-12-2025 08:00:00,25.42742023,86.13886079,PM10,4,33,18
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",08-12-2025 08:00:00,25.42742023,86.13886079,SO2,1,6,3
